d2_n d2_v d3_n d3_v d4_n d4_v e1_n e1_v e2_n e2_v e3_n e3_v e4_n e4_v f1_n f1_v f2_n f2_v f3_n f3_v f4_n f4_v g1_n g1_v g2_n g2_v g3_n g3_v g4_n g4_v 
14	0.0549	5	0.0196	44	0.1725	5	0.0196	41	0.1608	8	0.0314	8	0.0314	146	0.5725	5	0.0196	122	0.4784	15	0.0588	5	0.0196	5	0.0196	160	0.6275	167	0.6549	
105	0.4118	56	0.2196	82	0.3216	118	0.4627	51	0.2000	56	0.2196	57	0.2235	91	0.3569	62	0.2431	94	0.3686	64	0.2510	56	0.2196	81	0.3176	49	0.1922	52	0.2039	
105	0.4118	56	0.2196	82	0.3216	118	0.4627	51	0.2000	56	0.2196	57	0.2235	91	0.3569	62	0.2431	94	0.3686	64	0.2510	56	0.2196	81	0.3176	49	0.1922	52	0.2039	
105	0.4118	56	0.2196	82	0.3216	118	0.4627	51	0.2000	56	0.2196	57	0.2235	91	0.3569	62	0.2431	94	0.3686	64	0.2510	56	0.2196	81	0.3176	49	0.1922	52	0.2039	
24	0.0941	8	0.0314	10	0.0392	8	0.0314	8	0.0314	38	0.1490	25	0.0980	9	0.0353	12	0.0471	8	0.0314	8	0.0314	12	0.0471	37	0.1451	20	0.0784	26	0.1020	
24	0.0941	8	0.0314	10	0.0392	8	0.0314	8	0.0314	38	0.1490	25	0.0980	9	0.0353	12	0.0471	8	0.0314	8	0.0314	12	0.0471	37	0.1451	20	0.0784	26	0.1020	
24	0.0941	8	0.0314	10	0.0392	8	0.0314	8	0.0314	38	0.1490	25	0.0980	9	0.0353	12	0.0471	8	0.0314	8	0.0314	12	0.0471	37	0.1451	20	0.0784	26	0.1020	
62	0.2431	93	0.3647	56	0.2196	48	0.1882	49	0.1922	56	0.2196	127	0.4980	70	0.2745	71	0.2784	82	0.3216	96	0.3765	105	0.4118	56	0.2196	109	0.4275	48	0.1882	
62	0.2431	93	0.3647	56	0.2196	48	0.1882	49	0.1922	56	0.2196	127	0.4980	70	0.2745	71	0.2784	82	0.3216	96	0.3765	105	0.4118	56	0.2196	109	0.4275	48	0.1882	
62	0.2431	93	0.3647	56	0.2196	48	0.1882	49	0.1922	56	0.2196	127	0.4980	70	0.2745	71	0.2784	82	0.3216	96	0.3765	105	0.4118	56	0.2196	109	0.4275	48	0.1882	
28	0.1098	46	0.1804	27	0.1059	29	0.1137	1	0.0039	34	0.1333	26	0.1020	13	0.0510	2	0.0078	45	0.1765	4	0.0157	76	0.2980	7	0.0275	1	0.0039	34	0.1333	
28	0.1098	46	0.1804	27	0.1059	29	0.1137	1	0.0039	34	0.1333	26	0.1020	13	0.0510	2	0.0078	45	0.1765	4	0.0157	76	0.2980	7	0.0275	1	0.0039	34	0.1333	
28	0.1098	46	0.1804	27	0.1059	29	0.1137	1	0.0039	34	0.1333	26	0.1020	13	0.0510	2	0.0078	45	0.1765	4	0.0157	76	0.2980	7	0.0275	1	0.0039	34	0.1333	
24	0.0941	24	0.0941	38	0.1490	43	0.1686	24	0.0941	15	0.0588	16	0.0627	8	0.0314	12	0.0471	38	0.1490	32	0.1255	19	0.0745	8	0.0314	16	0.0627	12	0.0471	
24	0.0941	24	0.0941	38	0.1490	43	0.1686	24	0.0941	15	0.0588	16	0.0627	8	0.0314	12	0.0471	38	0.1490	32	0.1255	19	0.0745	8	0.0314	16	0.0627	12	0.0471	
24	0.0941	24	0.0941	38	0.1490	43	0.1686	24	0.0941	15	0.0588	16	0.0627	8	0.0314	12	0.0471	38	0.1490	32	0.1255	19	0.0745	8	0.0314	16	0.0627	12	0.0471	
7	0.0275	30	0.1176	7	0.0275	50	0.1961	21	0.0824	22	0.0863	11	0.0431	39	0.1529	52	0.2039	31	0.1216	8	0.0314	39	0.1529	11	0.0431	7	0.0275	16	0.0627	
7	0.0275	30	0.1176	7	0.0275	50	0.1961	21	0.0824	22	0.0863	11	0.0431	39	0.1529	52	0.2039	31	0.1216	8	0.0314	39	0.1529	11	0.0431	7	0.0275	16	0.0627	
7	0.0275	30	0.1176	7	0.0275	50	0.1961	21	0.0824	22	0.0863	11	0.0431	39	0.1529	52	0.2039	31	0.1216	8	0.0314	39	0.1529	11	0.0431	7	0.0275	16	0.0627	
9	0.0353	8	0.0314	8	0.0314	8	0.0314	19	0.0745	31	0.1216	39	0.1529	29	0.1137	10	0.0392	15	0.0588	10	0.0392	8	0.0314	12	0.0471	31	0.1216	10	0.0392	
9	0.0353	8	0.0314	8	0.0314	8	0.0314	19	0.0745	31	0.1216	39	0.1529	29	0.1137	10	0.0392	15	0.0588	10	0.0392	8	0.0314	12	0.0471	31	0.1216	10	0.0392	
9	0.0353	8	0.0314	8	0.0314	8	0.0314	19	0.0745	31	0.1216	39	0.1529	29	0.1137	10	0.0392	15	0.0588	10	0.0392	8	0.0314	12	0.0471	31	0.1216	10	0.0392	
51	0.2000	51	0.2000	95	0.3725	118	0.4627	121	0.4745	51	0.2000	72	0.2824	79	0.3098	48	0.1882	109	0.4275	49	0.1922	70	0.2745	62	0.2431	52	0.2039	49	0.1922	
51	0.2000	51	0.2000	95	0.3725	118	0.4627	121	0.4745	51	0.2000	72	0.2824	79	0.3098	48	0.1882	109	0.4275	49	0.1922	70	0.2745	62	0.2431	52	0.2039	49	0.1922	
51	0.2000	51	0.2000	95	0.3725	118	0.4627	121	0.4745	51	0.2000	72	0.2824	79	0.3098	48	0.1882	109	0.4275	49	0.1922	70	0.2745	62	0.2431	52	0.2039	49	0.1922	
51	0.2000	66	0.2588	68	0.2667	10	0.0392	11	0.0431	22	0.0863	42	0.1647	8	0.0314	7	0.0275	68	0.2667	56	0.2196	15	0.0588	82	0.3216	54	0.2118	7	0.0275	
51	0.2000	66	0.2588	68	0.2667	10	0.0392	11	0.0431	22	0.0863	42	0.1647	8	0.0314	7	0.0275	68	0.2667	56	0.2196	15	0.0588	82	0.3216	54	0.2118	7	0.0275	
51	0.2000	66	0.2588	68	0.2667	10	0.0392	11	0.0431	22	0.0863	42	0.1647	8	0.0314	7	0.0275	68	0.2667	56	0.2196	15	0.0588	82	0.3216	54	0.2118	7	0.0275	
79	0.3098	52	0.2039	68	0.2667	21	0.0824	11	0.0431	22	0.0863	7	0.0275	7	0.0275	11	0.0431	8	0.0314	71	0.2784	29	0.1137	52	0.2039	16	0.0627	16	0.0627	
79	0.3098	52	0.2039	68	0.2667	21	0.0824	11	0.0431	22	0.0863	7	0.0275	7	0.0275	11	0.0431	8	0.0314	71	0.2784	29	0.1137	52	0.2039	16	0.0627	16	0.0627	
79	0.3098	52	0.2039	68	0.2667	21	0.0824	11	0.0431	22	0.0863	7	0.0275	7	0.0275	11	0.0431	8	0.0314	71	0.2784	29	0.1137	52	0.2039	16	0.0627	16	0.0627	
21	0.0824	8	0.0314	54	0.2118	29	0.1137	7	0.0275	67	0.2627	86	0.3373	29	0.1137	15	0.0588	54	0.2118	7	0.0275	15	0.0588	30	0.1176	42	0.1647	72	0.2824	
21	0.0824	8	0.0314	54	0.2118	29	0.1137	7	0.0275	67	0.2627	86	0.3373	29	0.1137	15	0.0588	54	0.2118	7	0.0275	15	0.0588	30	0.1176	42	0.1647	72	0.2824	
21	0.0824	8	0.0314	54	0.2118	29	0.1137	7	0.0275	67	0.2627	86	0.3373	29	0.1137	15	0.0588	54	0.2118	7	0.0275	15	0.0588	30	0.1176	42	0.1647	72	0.2824	
