medium location target_lum f2 f3 e3 start_int start_lum n_changes match_int match_lum
transp_med_steep e3 1.369 0.171 0.730 1.369 0.375519270229 187.52662587 3 0.415519270229 207.501805919
transp_med_steep f2 0.171 0.171 0.730 1.369 0.891485705057 445.189686746 15 0.141485705057 70.6550608229
transp_med_steep f3 0.730 0.171 0.730 1.369 0.45190631619 225.672750782 18 0.32690631619 163.250313128
transp_dark_steep e3 0.171 0.092 0.730 0.171 0.5447706149 272.047277954 14 0.0647706148997 32.3451173631
transp_dark_steep f2 0.092 0.092 0.730 0.171 0.267062856238 133.365715946 9 0.0370628562383 18.5084306625
transp_dark_steep f3 0.730 0.092 0.730 0.171 0.87381706064 436.36632791 12 0.27381706064 136.738627171
plain e3 1.369 0.305 0.490 1.369 0.967230023759 483.014846841 9 0.517230023759 258.294071286
plain f2 0.305 0.305 0.490 1.369 0.768733271943 383.889637923 13 0.118733271943 59.2929621226
plain f3 0.490 0.305 0.490 1.369 0.513979639934 256.670896234 13 0.188979639934 94.3725583334
transp_dark e3 1.369 1.023 0.065 1.369 0.0190328376724 9.50460898386 7 0.369032837672 184.287434415
transp_dark f2 1.023 1.023 0.065 1.369 0.516950487035 258.154476377 7 0.266950487035 133.309601069
transp_dark f3 0.065 1.023 0.065 1.369 0.896636186786 447.761731743 17 0.0466361867858 23.2891556964
transp_med_steep e3 0.490 0.065 2.220 0.490 0.955329080076 477.07175952 14 0.255329080076 127.506108658
transp_med_steep f2 0.065 0.065 2.220 0.490 0.723221483888 361.161983904 12 0.123221483888 61.5342831651
transp_med_steep f3 2.220 0.065 2.220 0.490 0.691631153268 345.386420355 1 0.641631153268 320.417445293
transp_dark e3 2.220 0.730 0.171 2.220 0.2758131282 137.735422394 7 0.5258131282 262.580297702
transp_dark f2 0.730 0.730 0.171 2.220 0.473393936978 236.403228134 7 0.223393936978 111.558352826
transp_dark f3 0.171 0.730 0.171 2.220 0.423602975618 211.538642684 7 0.0736029756183 36.7558172534
shadow e3 2.220 0.490 0.092 2.220 0.598173002632 298.715335704 3 0.648173002632 323.684310766
shadow f2 0.490 0.490 0.092 2.220 0.621343184062 310.28604935 8 0.221343184062 110.534248858
shadow f3 0.092 0.490 0.092 2.220 0.797708666979 398.359356244 26 0.015 7.49069251847
shadow e3 2.220 0.305 1.369 2.220 0.0137818700185 6.88238337587 9 0.463781870018 231.60315893
shadow f2 0.305 0.305 1.369 2.220 0.246639632924 123.166776873 3 0.0966396329239 48.2598516887
shadow f3 1.369 0.305 1.369 2.220 0.869173884792 434.047621071 12 0.369173884792 184.357870455
shadow e3 0.730 1.023 0.305 0.730 0.352457326899 176.009964112 8 0.252457326899 126.072013989
shadow f2 1.023 1.023 0.305 0.730 0.582264885247 290.771147979 8 0.282264885247 140.95729761
shadow f3 0.305 1.023 0.305 0.730 0.717361611287 358.235683647 12 0.117361611287 58.6079829083
transp_dark e3 1.768 0.092 0.065 1.768 0.653595803453 326.392346335 4 0.453595803453 226.516446089
transp_dark f2 0.092 0.092 0.065 1.768 0.0686406909151 34.2777539934 13 0.055 27.4658725677
transp_dark f3 0.065 0.092 0.065 1.768 0.75523840463 377.150577815 28 0.0402384046301 20.0942344345
transp_med_steep e3 2.220 1.768 0.092 2.220 0.0498044400601 24.8713164363 5 0.0248044400601 12.3868289055
transp_med_steep f2 1.768 1.768 0.092 2.220 0.864392457409 431.659874249 6 0.564392457409 281.84602388
transp_med_steep f3 0.092 1.768 0.092 2.220 0.468184118611 233.801551637 14 0.0381841186114 19.0683661071
shadow e3 0.305 0.092 1.768 0.305 0.206121390735 102.932797298 8 0.0761213907346 38.0134621381
shadow f2 0.092 0.092 1.768 0.305 0.771398361737 385.220529135 16 0 0.0
shadow f3 1.768 0.092 1.768 0.305 0.792790871722 395.903510101 4 0.592790871722 296.027609855
transp_dark_steep e3 1.369 0.171 0.730 1.369 0.263973946368 131.823177675 5 0.313973946368 156.792152737
transp_dark_steep f2 0.171 0.171 0.730 1.369 0.357228008125 178.392344524 11 0.0772280081254 38.5660841787
transp_dark_steep f3 0.730 0.171 0.730 1.369 0.260122394476 129.899791613 0 0.260122394476 129.899791613
shadow e3 0.490 0.065 0.305 0.490 0.480247503518 239.825758774 5 0.230247503518 114.980883467
shadow f2 0.065 0.065 0.305 0.490 0.447668862665 223.556653354 18 0.02 9.98759002463
shadow f3 0.305 0.065 0.305 0.490 0.760362114879 379.709253683 13 0.110362114879 55.112577883
transp_dark e3 0.730 0.171 0.065 0.730 0.54064924904 269.989152327 23 0.21064924904 105.19391692
transp_dark f2 0.171 0.171 0.065 0.730 0.957412378053 478.112115825 16 0.157412378053 78.6085148398
transp_dark f3 0.065 0.171 0.065 0.730 0.264899690247 132.285475192 12 0.034899690247 17.4281899087
shadow e3 1.023 2.220 0.305 1.023 0.305462136011 152.541529126 4 0.305462136011 152.541529126
shadow f2 2.220 2.220 0.305 1.023 0.702771421694 350.949642045 3 0.552771421694 276.04271686
shadow f3 0.305 2.220 0.305 1.023 0.600656660306 299.955623435 10 0.100656660306 50.265872819
transp_med_steep e3 1.369 0.092 1.023 1.369 0.998298560746 498.529837345 10 0.498298560746 248.84008673
transp_med_steep f2 0.092 0.092 1.023 1.369 0.188585150009 94.175558151 4 0.0885851500087 44.2376080279
