medium location target_lum f2 f3 e3 start_int start_lum n_changes match_int match_lum
shadow e3 0.171 1.768 0.065 0.171 0.180251001279 90.0136551149 9 0.03 14.9813850369
shadow f2 1.768 1.768 0.065 0.171 0.984703869322 491.740927122 15 0.534703869322 267.020151568
shadow f3 0.065 1.768 0.065 0.171 0.763494617644 381.273561352 26 0.005 2.49689750616
transp_dark_steep e3 0.092 0.171 0.065 0.092 0.0844860120183 42.1905825427 11 0.035 17.4782825431
transp_dark_steep f2 0.171 0.171 0.065 0.092 0.762944955665 380.999071427 20 0.0529449556654 26.4396255529
transp_dark_steep f3 0.065 0.171 0.065 0.092 0.704198325392 351.662208502 37 0.035 17.4782825431
shadow e3 1.023 2.220 0.305 1.023 0.311125682267 155.369788031 33 0.395 197.254902986
shadow f2 2.220 2.220 0.305 1.023 0.103520489904 51.6960106154 11 0.653520489904 326.354736293
shadow f3 0.305 2.220 0.305 1.023 0.631200124654 315.208403427 16 0.095 47.441052617
plain e3 1.023 0.490 0.305 1.023 0.644413742521 321.807013327 8 0.344413742521 171.993162957
plain f2 0.490 0.490 0.305 1.023 0.732628686608 365.859748106 17 0.147628686608 73.722739886
plain f3 0.305 0.490 0.305 1.023 0.648203261132 323.699421241 10 0.148203261132 74.0096706251
transp_med_steep e3 0.171 0.065 1.768 0.171 0.300639130832 150.133019205 9 0.130639130832 65.238503996
transp_med_steep f2 0.065 0.065 1.768 0.171 0.624719494987 311.972109816 24 0.139719494987 69.7730517191
transp_med_steep f3 1.768 0.065 1.768 0.171 0.421800660566 210.638603492 5 0.671800660566 335.4834788
transp_dark e3 2.220 0.730 0.171 2.220 0.0498288429007 24.8835027147 11 0.499828842901 249.604278269
transp_dark f2 0.730 0.730 0.171 2.220 0.883510155508 441.206860791 14 0.183510155508 91.6412099286
transp_dark f3 0.171 0.730 0.171 2.220 0.0101463629814 5.06688568494 7 0.035 17.4782825431
transp_dark e3 0.730 0.171 0.065 0.730 0.281082033479 140.366605684 1 0.231082033479 115.397630622
transp_dark f2 0.171 0.171 0.065 0.730 0.849091495156 424.018887351 30 0.03 14.9813850369
transp_dark f3 0.065 0.171 0.065 0.730 0.802572368472 400.78818907 36 0.0525723684718 26.253563146
transp_med_steep e3 2.220 0.490 0.065 2.220 0.567364914912 283.330408225 15 0.617364914912 308.299383287
transp_med_steep f2 0.490 0.490 0.065 2.220 0.733446374378 366.268084617 8 0.333446374378 166.516284124
transp_med_steep f3 0.065 0.490 0.065 2.220 0.423817440166 211.645741883 12 0.0588174401656 29.3722239336
shadow e3 2.220 0.305 1.369 2.220 0.47382564177 236.618812658 14 0.62882564177 314.022635349
shadow f2 0.305 0.305 1.369 2.220 0.294215167396 146.925023549 4 0.0942151673958 47.0491233025
shadow f3 1.369 0.305 1.369 2.220 0.278414227985 139.034358307 5 0.428414227985 213.941283491
